미상원료,기존단가,기존원산지,추정공급사,신뢰도,단서종류,근거품목,근거출처,카탈로그원산지
발효구기자추출분말,32000,국산,해찬솔,확실,거래처 카탈로그,발효구기자추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
구절초추출분말,18000,,해찬솔,확실,거래처 카탈로그,구절초추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
녹용추출분말,140000,뉴질랜드,해찬솔,확실,거래처 카탈로그,녹용추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,뉴질랜드산
녹용추출분말,65000,뉴질랜드,해찬솔,확실,거래처 카탈로그,녹용추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,뉴질랜드산
마추출분말,23000,국산,해찬솔,확실,거래처 카탈로그,마추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
마추출분말,29000,국산,해찬솔,확실,거래처 카탈로그,마추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
대두추출분말,58000,미국,해찬솔,확실,거래처 카탈로그,대두추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
레드비트농축분말,18000,,해찬솔,확실,거래처 카탈로그,레드비트농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,독일산
레드비트농축분말,17000,,해찬솔,확실,거래처 카탈로그,레드비트농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,독일산
레몬밤추출분말,15000,중국,해찬솔,확실,거래처 카탈로그,레몬밤추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,이집트산
로즈힙추출분말,20000,칠레,해찬솔,확실,거래처 카탈로그,로즈힙추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,칠레산
로즈힙추출분말,60000,인도,해찬솔,확실,거래처 카탈로그,로즈힙추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,칠레산
마리골드추출분말,80000,인도,해찬솔,확실,거래처 카탈로그,마리골드추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,이집트산
마테추출분말,16000,브라질,해찬솔,확실,거래처 카탈로그,마테추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,브라질산
마테추출분말,50000,브라질,해찬솔,확실,거래처 카탈로그,마테추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,브라질산
매실추출분말,17000,,해찬솔,확실,거래처 카탈로그,매실추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
매실추출분말,19000,,해찬솔,확실,거래처 카탈로그,매실추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
매실추출분말,18000,,해찬솔,확실,거래처 카탈로그,매실추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
맥아추출분말,25000,국산,해찬솔,확실,거래처 카탈로그,맥아추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
맥아추출분말,23500,영국,해찬솔,확실,거래처 카탈로그,맥아추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
모로블러드오렌지추출분말,16000,이탈리아,해찬솔,확실,거래처 카탈로그,모로블러드오렌지추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,이탈리아산
모로오렌지추출분말,17000,이스라엘,해찬솔,확실,거래처 카탈로그,모로오렌지추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,이스라엘산
미강추출분말,26000,,해찬솔,확실,거래처 카탈로그,미강추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
미역추출분말,75000,중국,해찬솔,확실,거래처 카탈로그,미역추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
미역추출분말,15000,,해찬솔,확실,거래처 카탈로그,미역추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
민들레추출분말,24000,중국,해찬솔,확실,거래처 카탈로그,민들레추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
바나나 엑기스분말,18000,필리핀,해찬솔,확실,거래처 카탈로그,바나나엑기스분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,필리핀산
발효율피추출분말,19000,국산,해찬솔,확실,거래처 카탈로그,발효율피추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
백복령추출분말,48000,중국,해찬솔,확실,거래처 카탈로그,백복령추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
보이차추출분말,17000,중국,해찬솔,확실,거래처 카탈로그,보이차추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
블루베리농축분말,24000,,해찬솔,확실,거래처 카탈로그,블루베리농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,미국산
사과농축분말(풋),14000,,해찬솔,확실,거래처 카탈로그,사과농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
사과농축분말(청),15000,,해찬솔,확실,거래처 카탈로그,사과농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
사과초모식초분말,32000,,해찬솔,확실,거래처 카탈로그,사과초모식초분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
산수유추출분말,25000,,해찬솔,확실,거래처 카탈로그,산수유추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
산수유추출분말,32000,,해찬솔,확실,거래처 카탈로그,산수유추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
수박과피추출분말,99000,,해찬솔,확실,거래처 카탈로그,수박과피추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
숙지황추출분말,38000,국산,해찬솔,확실,거래처 카탈로그,숙지황추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
숙지황추출분말,40000,,해찬솔,확실,거래처 카탈로그,숙지황추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
어성초추출분말,50000,국산,해찬솔,확실,거래처 카탈로그,어성초추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
어성초추출분말,16000,중국,해찬솔,확실,거래처 카탈로그,어성초추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,중국산
연자육추출분말,31000,국산,해찬솔,확실,거래처 카탈로그,연자육추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,베트남산
오디농축분말,32000,국산,해찬솔,확실,거래처 카탈로그,오디농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
오미자추출분말,34000,,해찬솔,확실,거래처 카탈로그,오미자추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
오미자추출분말,19000,,해찬솔,확실,거래처 카탈로그,오미자추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
옥수수수염추출분말,25000,,해찬솔,확실,거래처 카탈로그,옥수수수염추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
옥수수추출분말,15000,,해찬솔,확실,거래처 카탈로그,옥수수추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
올리브잎추출분말,35000,인도,해찬솔,확실,거래처 카탈로그,올리브잎추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,튀니지산
울금추출분말,29000,인도네시아,해찬솔,확실,거래처 카탈로그,울금추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
유근피추출분말,75000,,해찬솔,확실,거래처 카탈로그,유근피추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
유근피추출분말,50000,,해찬솔,확실,거래처 카탈로그,유근피추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
유자과즙분말,29000,국산,해찬솔,확실,거래처 카탈로그,유자과즙분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
유자과즙분말,28000,국산,해찬솔,확실,거래처 카탈로그,유자과즙분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,국산
청포도농축분말,15000,,해찬솔,확실,거래처 카탈로그,청포도농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,아르헨티나산
토마토추출분말(건식원료)(액상),600000,이스라엘,해찬솔,확실,거래처 카탈로그,토마토추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,칠레산
토마토추출분말(건식원료)(액상),350000,인도,해찬솔,확실,거래처 카탈로그,토마토추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,칠레산
푸룬농축분말,19000,,해찬솔,확실,거래처 카탈로그,푸룬농축분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,미국산
핑거루트 추출분말(개별인정형),330000,,해찬솔,확실,거래처 카탈로그,핑거루트추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
핑거루트추출분말,300000,,해찬솔,확실,거래처 카탈로그,핑거루트추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,인도네시아산
히비스커스추출분말,80000,독일,해찬솔,확실,거래처 카탈로그,히비스커스추출분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,이집트산
샤인머스캣향분말,22000,국산,해찬솔,확실,거래처 카탈로그,샤인머스캣향분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
샤인머스캣향분말,30000,,해찬솔,확실,거래처 카탈로그,샤인머스캣향분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
석류향분말,24000,,해찬솔,확실,거래처 카탈로그,석류향분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
초코향분말,23000,,해찬솔,확실,거래처 카탈로그,초코향분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
초코향분말,30500,,해찬솔,확실,거래처 카탈로그,초코향분말,해찬솔푸드-품목리스트(통합)(24.03.27).pdf,
갈근농축액,30000,,태왕물산,확실,거래처 카탈로그,갈근농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
마추출분말,23000,국산,태왕물산,확실,거래처 카탈로그,마(산약)추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
마추출분말,29000,국산,태왕물산,확실,거래처 카탈로그,마(산약)추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
구기자농축액,28000,국산,태왕물산,확실,거래처 카탈로그,구기자농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
구기자추출분말,30000,,태왕물산,확실,거래처 카탈로그,구기자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
구기자추출분말,35000,,태왕물산,확실,거래처 카탈로그,구기자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
구기자추출분말,29700,,태왕물산,확실,거래처 카탈로그,구기자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
구아검,5500,인도,태왕물산,확실,거래처 카탈로그,구아검,태왕물산 주식회사_식첨 품목.xlsx,인도
말토덱스트린,1800,중국,태왕물산,확실,거래처 카탈로그,말토덱스트린,태왕물산 주식회사_식첨 품목.xlsx,국산
말토덱스트린,2400,국산,태왕물산,확실,거래처 카탈로그,말토덱스트린,태왕물산 주식회사_식첨 품목.xlsx,국산
녹색입홍합분말(동결건조),65000,뉴질랜드,태왕물산,확실,거래처 카탈로그,녹색입홍합분말,태왕물산 주식회사_식첨 품목.xlsx,뉴질랜드
당귀농축액,21000,국산,태왕물산,확실,거래처 카탈로그,당귀농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
당귀추출분말,24000,,태왕물산,확실,거래처 카탈로그,당귀추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
대추농축액,20000,국산,태왕물산,확실,거래처 카탈로그,대추농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
동충하초(밀라타리스),55000,국산,태왕물산,확실,거래처 카탈로그,동충하초(밀리타리스),태왕물산 주식회사_식첨 품목.xlsx,국산
레드비트농축분말,18000,,태왕물산,확실,거래처 카탈로그,레드비트농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
레드비트농축분말,17000,,태왕물산,확실,거래처 카탈로그,레드비트농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
레몬농축액,13000,,태왕물산,확실,거래처 카탈로그,레몬농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
레몬농축액,12000,이스라엘,태왕물산,확실,거래처 카탈로그,레몬농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
레몬농축액,11000,,태왕물산,확실,거래처 카탈로그,레몬농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
루테인,180000,미국,태왕물산,확실,거래처 카탈로그,루테인 20%,태왕물산 주식회사_식첨 품목.xlsx,중국
루테인,150000,인도,태왕물산,확실,거래처 카탈로그,루테인 20%,태왕물산 주식회사_식첨 품목.xlsx,중국
마리골드추출분말,80000,인도,태왕물산,확실,거래처 카탈로그,마리골드추출분말,태왕물산 주식회사_식첨 품목.xlsx,캐나다
마리골드꽃추출물,140000,인도,태왕물산,확실,거래처 카탈로그,마리골드꽃추출물,태왕물산 주식회사_식첨 품목.xlsx,미국
마리골드꽃추출물,130000,,태왕물산,확실,거래처 카탈로그,마리골드꽃추출물,태왕물산 주식회사_식첨 품목.xlsx,미국
매실추출분말,17000,,태왕물산,확실,거래처 카탈로그,매실추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
매실추출분말,19000,,태왕물산,확실,거래처 카탈로그,매실추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
매실추출분말,18000,,태왕물산,확실,거래처 카탈로그,매실추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
모과농축액(65브릭스),13000,,태왕물산,확실,거래처 카탈로그,모과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
모과농축액(65브릭스),15000,,태왕물산,확실,거래처 카탈로그,모과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
모과농축액(65브릭스),25500,,태왕물산,확실,거래처 카탈로그,모과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
모과농축액(60브릭스)100%,15000,,태왕물산,확실,거래처 카탈로그,모과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
무수구연산,3000,,태왕물산,확실,거래처 카탈로그,무수구연산(40mesh),태왕물산 주식회사_식첨 품목.xlsx,오스트리아
민들레추출분말,24000,중국,태왕물산,확실,거래처 카탈로그,민들레추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
밀크씨슬,98000,미국,태왕물산,확실,거래처 카탈로그,밀크씨슬,태왕물산 주식회사_식첨 품목.xlsx,미국
밀크씨슬,72000,중국,태왕물산,확실,거래처 카탈로그,밀크씨슬,태왕물산 주식회사_식첨 품목.xlsx,미국
밀크씨슬(유기농),390000,미국,태왕물산,확실,거래처 카탈로그,밀크씨슬,태왕물산 주식회사_식첨 품목.xlsx,미국
밀크씨슬(유기농),450000,스페인,태왕물산,확실,거래처 카탈로그,밀크씨슬,태왕물산 주식회사_식첨 품목.xlsx,미국
배농축액,8500,,태왕물산,확실,거래처 카탈로그,배농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
배농축액,5200,,태왕물산,확실,거래처 카탈로그,배농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
복분자농축액,25000,중국,태왕물산,확실,거래처 카탈로그,복분자농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
복분자농축액(20브릭스),65000,국산,태왕물산,확실,거래처 카탈로그,복분자농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
복숭아농축액,9500,이스라엘,태왕물산,확실,거래처 카탈로그,복숭아농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
복숭아추출분말,27000,,태왕물산,확실,거래처 카탈로그,복숭아추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
블루베리농축분말,24000,,태왕물산,확실,거래처 카탈로그,블루베리농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
블루베리농축액,13000,미국,태왕물산,확실,거래처 카탈로그,블루베리농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
비타민C,7500,중국,태왕물산,확실,거래처 카탈로그,비타민C(Fine powder),태왕물산 주식회사_식첨 품목.xlsx,영국
비타민C(중성),70000,미국,태왕물산,확실,거래처 카탈로그,비타민C(Fine powder),태왕물산 주식회사_식첨 품목.xlsx,영국
비타민C(리포조말),150000,,태왕물산,확실,거래처 카탈로그,비타민C(Fine powder),태왕물산 주식회사_식첨 품목.xlsx,영국
비타민C(리포조말),170000,미국,태왕물산,확실,거래처 카탈로그,비타민C(Fine powder),태왕물산 주식회사_식첨 품목.xlsx,영국
비타민C,35000,,태왕물산,확실,거래처 카탈로그,비타민C(Fine powder),태왕물산 주식회사_식첨 품목.xlsx,영국
사과농축분말(풋),14000,,태왕물산,확실,거래처 카탈로그,사과농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
사과농축분말(청),15000,,태왕물산,확실,거래처 카탈로그,사과농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
사과농축액,4400,,태왕물산,확실,거래처 카탈로그,사과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
사과농축액,5700,,태왕물산,확실,거래처 카탈로그,사과농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
산수유추출분말,25000,,태왕물산,확실,거래처 카탈로그,산수유추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
산수유추출분말,32000,,태왕물산,확실,거래처 카탈로그,산수유추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
생강농축액,53000,,태왕물산,확실,거래처 카탈로그,생강농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
생강농축액,9500,,태왕물산,확실,거래처 카탈로그,생강농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
석류농축액,11000,이란,태왕물산,확실,거래처 카탈로그,석류농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
석류농축액,8000,스페인,태왕물산,확실,거래처 카탈로그,석류농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
석류농축액(유기농),7500,터키,태왕물산,확실,거래처 카탈로그,석류농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
수크랄로스,44000,,태왕물산,확실,거래처 카탈로그,수크랄로스(식첨),태왕물산 주식회사_식첨 품목.xlsx,미국
숙지황농축액,20000,중국,태왕물산,확실,거래처 카탈로그,숙지황농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
아로니아농축액,7000,폴란드,태왕물산,확실,거래처 카탈로그,아로니아농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
아스파탐,35000,중국,태왕물산,확실,거래처 카탈로그,아스파탐,태왕물산 주식회사_식첨 품목.xlsx,국산
오디농축분말,32000,국산,태왕물산,확실,거래처 카탈로그,오디농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
오렌지농축분말,15000,,태왕물산,확실,거래처 카탈로그,오렌지농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
오렌지농축분말,18000,브라질,태왕물산,확실,거래처 카탈로그,오렌지농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
오렌지농축액,11000,미국,태왕물산,확실,거래처 카탈로그,오렌지농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
오미자추출분말,34000,,태왕물산,확실,거래처 카탈로그,오미자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
오미자추출분말,19000,,태왕물산,확실,거래처 카탈로그,오미자추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
옥수수수염추출분말,25000,,태왕물산,확실,거래처 카탈로그,옥수수수염추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
울금추출분말,29000,인도네시아,태왕물산,확실,거래처 카탈로그,울금추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
유자과즙분말,29000,국산,태왕물산,확실,거래처 카탈로그,유자과즙분말,태왕물산 주식회사_식첨 품목.xlsx,국산
유자과즙분말,28000,국산,태왕물산,확실,거래처 카탈로그,유자과즙분말,태왕물산 주식회사_식첨 품목.xlsx,국산
은행잎추출물,180000,미국,태왕물산,확실,거래처 카탈로그,은행잎추출물,태왕물산 주식회사_식첨 품목.xlsx,미국
인진쑥추출분말,32000,국산,태왕물산,확실,거래처 카탈로그,인진쑥추출분말,태왕물산 주식회사_식첨 품목.xlsx,국산
자일리톨,7500,중국,태왕물산,확실,거래처 카탈로그,자일리톨 (150~300mesh),태왕물산 주식회사_식첨 품목.xlsx,중국
잔탄검,11500,중국,태왕물산,확실,거래처 카탈로그,잔탄검,태왕물산 주식회사_식첨 품목.xlsx,오스트리아
잔탄검,20000,오스트리아,태왕물산,확실,거래처 카탈로그,잔탄검,태왕물산 주식회사_식첨 품목.xlsx,오스트리아
적포도농축액,6400,,태왕물산,확실,거래처 카탈로그,적포도농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
정제포도당,1700,,태왕물산,확실,거래처 카탈로그,정제포도당,태왕물산 주식회사_식첨 품목.xlsx,국산
타트체리농축액,4800,터키,태왕물산,확실,거래처 카탈로그,타트체리농축액,태왕물산 주식회사_식첨 품목.xlsx,"터키, 미국"
타트체리농축액,6800,터키,태왕물산,확실,거래처 카탈로그,타트체리농축액,태왕물산 주식회사_식첨 품목.xlsx,"터키, 미국"
코엔자임Q10,850000,미국,태왕물산,확실,거래처 카탈로그,코엔자임Q10,태왕물산 주식회사_식첨 품목.xlsx,미국
코엔자임Q10,830000,인도,태왕물산,확실,거래처 카탈로그,코엔자임Q10,태왕물산 주식회사_식첨 품목.xlsx,미국
코엔자임Q10,770000,중국,태왕물산,확실,거래처 카탈로그,코엔자임Q10,태왕물산 주식회사_식첨 품목.xlsx,미국
콜레우스포스콜리추출물,290000,인도,태왕물산,확실,거래처 카탈로그,콜레우스포스콜리추출물,태왕물산 주식회사_식첨 품목.xlsx,인도
콜레우스포스콜리추출물(포슬린),300000,,태왕물산,확실,거래처 카탈로그,콜레우스포스콜리추출물,태왕물산 주식회사_식첨 품목.xlsx,인도
키토산,45000,중국,태왕물산,확실,거래처 카탈로그,키토산,태왕물산 주식회사_식첨 품목.xlsx,베트남
타우린,6500,중국,태왕물산,확실,거래처 카탈로그,타우린,태왕물산 주식회사_식첨 품목.xlsx,국산
테아닌,100000,중국,태왕물산,확실,거래처 카탈로그,테아닌,태왕물산 주식회사_식첨 품목.xlsx,중국
판토텐산칼슘,108000,영국,태왕물산,확실,거래처 카탈로그,판토텐산칼슘(식)(Calcium Dipantothenate),태왕물산 주식회사_식첨 품목.xlsx,영국
포도씨유,7500,스페인,태왕물산,확실,거래처 카탈로그,포도씨유,태왕물산 주식회사_식첨 품목.xlsx,스페인
푸룬농축분말,19000,,태왕물산,확실,거래처 카탈로그,푸룬농축분말,태왕물산 주식회사_식첨 품목.xlsx,국산
프락토올리고당,8000,중국,태왕물산,확실,거래처 카탈로그,프락토올리고당,태왕물산 주식회사_식첨 품목.xlsx,중국
핑거루트 추출분말(개별인정형),330000,,태왕물산,확실,거래처 카탈로그,핑거루트추출분말,태왕물산 주식회사_식첨 품목.xlsx,중국
핑거루트추출분말,300000,,태왕물산,확실,거래처 카탈로그,핑거루트추출분말,태왕물산 주식회사_식첨 품목.xlsx,중국
해조칼슘,10000,,태왕물산,확실,거래처 카탈로그,해조칼슘(Calcium Seaweeds),태왕물산 주식회사_식첨 품목.xlsx,프랑스
헛개나무열매농축액,78000,,태왕물산,확실,거래처 카탈로그,헛개나무열매농축액,태왕물산 주식회사_식첨 품목.xlsx,국산
히비스커스추출분말,80000,독일,태왕물산,확실,거래처 카탈로그,히비스커스추출분말 80%,태왕물산 주식회사_식첨 품목.xlsx,이집트산
히알루론산,440000,미국,태왕물산,확실,거래처 카탈로그,히알루론산,태왕물산 주식회사_식첨 품목.xlsx,중국
히알루론산,370000,미국,태왕물산,확실,거래처 카탈로그,히알루론산,태왕물산 주식회사_식첨 품목.xlsx,중국
히알루론산,275000,중국,태왕물산,확실,거래처 카탈로그,히알루론산,태왕물산 주식회사_식첨 품목.xlsx,중국
바나바잎추출물,60000,인도,태왕물산,확실,거래처 카탈로그,바나바잎 추출물 1%,태왕물산 주식회사_식첨 품목.xlsx,인도
바나바잎추출물1%,85000,인도,태왕물산,확실,거래처 카탈로그,바나바잎 추출물 1%,태왕물산 주식회사_식첨 품목.xlsx,인도
홍경천추출물,380000,이탈리아,태왕물산,확실,거래처 카탈로그,홍경천추출물,태왕물산 주식회사_식첨 품목.xlsx,
헤마토코쿠스추출물,1450000,독일,태왕물산,확실,거래처 카탈로그,헤마토코쿠스추출물,태왕물산 주식회사_식첨 품목.xlsx,뉴질랜드
보라지유,47000,네덜란드,태왕물산,확실,거래처 카탈로그,보라지유,태왕물산 주식회사_식첨 품목.xlsx,뉴질랜드
레드비트농축액(유기농),8500,,태왕물산,확실,거래처 카탈로그,레드비트 농축액,태왕물산 주식회사_식첨 품목.xlsx,터키
아가베시럽(유기농),15000,,태왕물산,확실,거래처 카탈로그,아가베 시럽,태왕물산 주식회사_식첨 품목.xlsx,멕시코
엘더베리(착즙)농축액(65브릭스),36000,오스트리아,태왕물산,확실,거래처 카탈로그,엘더베리농축액,태왕물산 주식회사_식첨 품목.xlsx,
가자추출물,980000,호주,동일팜텍,확실,거래처 카탈로그,가자추출물,동일팜텍 품목리스트_2024.pdf,인도산
돌외잎주정추출분말,370000,,동일팜텍,확실,거래처 카탈로그,돌외잎주정추출분말,동일팜텍 품목리스트_2024.pdf,중국
수박과피추출분말,99000,,동일팜텍,확실,거래처 카탈로그,수박과피추출분말,동일팜텍 품목리스트_2024.pdf,국산
쌀마그네슘,68000,국산,동일팜텍,확실,거래처 카탈로그,쌀마그네슘,동일팜텍 품목리스트_2024.pdf,일본
마리골드꽃추출물,140000,인도,동일팜텍,확실,거래처 카탈로그,마리골드꽃추출물,동일팜텍 품목리스트_2024.pdf,프랑스
마리골드꽃추출물,130000,,동일팜텍,확실,거래처 카탈로그,마리골드꽃추출물,동일팜텍 품목리스트_2024.pdf,프랑스
헤마토코쿠스추출물,1450000,독일,동일팜텍,확실,거래처 카탈로그,헤마토코쿠스추출물,동일팜텍 품목리스트_2024.pdf,스위스
은행잎추출분말 24%,185000,미국,동일팜텍,확실,거래처 카탈로그,은행잎추출분말,동일팜텍 품목리스트_2024.pdf,프랑스
홍국,170000,미국,동일팜텍,확실,거래처 카탈로그,홍국,동일팜텍 품목리스트_2024.pdf,인도
홍국,270000,인도,동일팜텍,확실,거래처 카탈로그,홍국,동일팜텍 품목리스트_2024.pdf,인도
코엔자임Q10,850000,미국,동일팜텍,확실,거래처 카탈로그,코엔자임Q10,동일팜텍 품목리스트_2024.pdf,인도 / 미국
코엔자임Q10,830000,인도,동일팜텍,확실,거래처 카탈로그,코엔자임Q10,동일팜텍 품목리스트_2024.pdf,인도 / 미국
코엔자임Q10,770000,중국,동일팜텍,확실,거래처 카탈로그,코엔자임Q10,동일팜텍 품목리스트_2024.pdf,인도 / 미국
포스파티딜세린70%,590000,인도,동일팜텍,확실,거래처 카탈로그,포스파티딜세린,동일팜텍 품목리스트_2024.pdf,미국
홍삼농축액,170000,,동일팜텍,확실,거래처 카탈로그,홍삼농축액,동일팜텍 품목리스트_2024.pdf,국산
홍삼농축액(6년근),210000,,동일팜텍,확실,거래처 카탈로그,홍삼농축액,동일팜텍 품목리스트_2024.pdf,국산
홍삼농축액분말(4년근),310000,,동일팜텍,확실,거래처 카탈로그,홍삼농축액분말,동일팜텍 품목리스트_2024.pdf,국산
홍삼농축액분말(6년근),330000,,동일팜텍,확실,거래처 카탈로그,홍삼농축액분말,동일팜텍 품목리스트_2024.pdf,국산
발효홍삼농축액분말(6년근),260000,,동일팜텍,확실,거래처 카탈로그,발효홍삼농축액분말,동일팜텍 품목리스트_2024.pdf,국산
초유분말,50000,미국,동일팜텍,확실,거래처 카탈로그,초유분말,동일팜텍 품목리스트_2024.pdf,미국
초유분말,85000,미국,동일팜텍,확실,거래처 카탈로그,초유분말,동일팜텍 품목리스트_2024.pdf,미국
