미상원료,기존단가,기존원산지,추정공급사,신뢰도,단서종류,근거품목,근거출처,카탈로그원산지
비타민C,35000,,바른에프피,확실,거래처 카탈로그,비타민C 97% (HPMC),바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
글루콘산마그네슘,25000,미국,바른에프피,확실,거래처 카탈로그,글루콘산마그네슘,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
글루콘산 아연,29000,미국,바른에프피,확실,거래처 카탈로그,글루콘산아연,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,미국
효모추출물(L-글루타치온50%),210000,중국,바른에프피,확실,거래처 카탈로그,효모추출물,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-트레오닌,12000,중국,바른에프피,확실,거래처 카탈로그,L-트레오닌,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-페닐알라닌,25000,중국,바른에프피,확실,거래처 카탈로그,L-페닐알라닌,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-티로신,37000,,바른에프피,확실,거래처 카탈로그,L-티로신,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-라이신염산염,8000,중국,바른에프피,확실,거래처 카탈로그,L-라이신 염산염,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
L-시스틴,43000,국산,바른에프피,확실,거래처 카탈로그,L-시스틴,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
스테아린산 마그네슘,6000,,바른에프피,확실,거래처 카탈로그,스테아린산 마그네슘,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,싱가포르
스테아린산 마그네슘,6100,,바른에프피,확실,거래처 카탈로그,스테아린산 마그네슘,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,싱가포르
HPMC,18000,,바른에프피,확실,거래처 카탈로그,HPMC,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
자일리톨,7500,중국,바른에프피,확실,거래처 카탈로그,자일리톨,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,국내제조
포도씨유,7500,스페인,바른에프피,확실,거래처 카탈로그,포도씨유,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,독일
초유분말,50000,미국,바른에프피,확실,거래처 카탈로그,초유분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,독일
초유분말,85000,미국,바른에프피,확실,거래처 카탈로그,초유분말,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,독일
타우린,6500,중국,바른에프피,확실,거래처 카탈로그,타우린,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,중국
글리신,8000,국산,바른에프피,확실,거래처 카탈로그,글리신,바른에프피 품목리스트(카무트글루텐분해효소 24.02.05).xlsx,국산
갈근농축액,30000,,올담식품,확실,거래처 카탈로그,갈근(칡)농축액,올담식품 리스트.xlsx,국산
구기자농축액,28000,국산,올담식품,확실,거래처 카탈로그,구기자농축액,올담식품 리스트.xlsx,중국산
당귀농축액,21000,국산,올담식품,확실,거래처 카탈로그,당귀농축액,올담식품 리스트.xlsx,국산
대추농축액,20000,국산,올담식품,확실,거래처 카탈로그,대추농축액,올담식품 리스트.xlsx,국산
라임농축액,13500,,올담식품,확실,거래처 카탈로그,라임농축액,올담식품 리스트.xlsx,이탈리아산
라임농축액,12000,,올담식품,확실,거래처 카탈로그,라임농축액,올담식품 리스트.xlsx,이탈리아산
레드비트농축액(유기농),8500,,올담식품,확실,거래처 카탈로그,레드비트농축액,올담식품 리스트.xlsx,독일산
레몬농축액,13000,,올담식품,확실,거래처 카탈로그,레몬농축액,올담식품 리스트.xlsx,이스라엘산
레몬농축액,12000,이스라엘,올담식품,확실,거래처 카탈로그,레몬농축액,올담식품 리스트.xlsx,이스라엘산
레몬농축액,11000,,올담식품,확실,거래처 카탈로그,레몬농축액,올담식품 리스트.xlsx,이스라엘산
모로블러드오렌지농축액,9700,이탈리아,올담식품,확실,거래처 카탈로그,모로블러드오렌지농축액,올담식품 리스트.xlsx,이탈리아산
오렌지농축액,11000,미국,올담식품,확실,거래처 카탈로그,오렌지농축액,올담식품 리스트.xlsx,스페인산
벌나무농축액(산겨릅나무),40000,,올담식품,확실,거래처 카탈로그,벌나무농축액,올담식품 리스트.xlsx,국산
배농축액,8500,,올담식품,확실,거래처 카탈로그,배농축액,올담식품 리스트.xlsx,국산
배농축액,5200,,올담식품,확실,거래처 카탈로그,배농축액,올담식품 리스트.xlsx,국산
복분자농축액,25000,중국,올담식품,확실,거래처 카탈로그,복분자농축액,올담식품 리스트.xlsx,국산
복분자농축액(20브릭스),65000,국산,올담식품,확실,거래처 카탈로그,복분자농축액,올담식품 리스트.xlsx,국산
복숭아농축액,9500,이스라엘,올담식품,확실,거래처 카탈로그,복숭아농축액,올담식품 리스트.xlsx,이스라엘산
브로콜리농축액,13000,,올담식품,확실,거래처 카탈로그,브로콜리농축액,올담식품 리스트.xlsx,국산
블루베리농축액,13000,미국,올담식품,확실,거래처 카탈로그,블루베리농축액,올담식품 리스트.xlsx,미국산
사과농축액,4400,,올담식품,확실,거래처 카탈로그,사과농축액,올담식품 리스트.xlsx,국산
사과농축액,5700,,올담식품,확실,거래처 카탈로그,사과농축액,올담식품 리스트.xlsx,국산
생강농축액,53000,,올담식품,확실,거래처 카탈로그,생강농축액,올담식품 리스트.xlsx,국산
생강농축액,9500,,올담식품,확실,거래처 카탈로그,생강농축액,올담식품 리스트.xlsx,국산
석류농축액,11000,이란,올담식품,확실,거래처 카탈로그,석류농축액,올담식품 리스트.xlsx,이란산
석류농축액,8000,스페인,올담식품,확실,거래처 카탈로그,석류농축액,올담식품 리스트.xlsx,이란산
석류농축액(유기농),7500,터키,올담식품,확실,거래처 카탈로그,석류농축액,올담식품 리스트.xlsx,이란산
숙지황농축액,20000,중국,올담식품,확실,거래처 카탈로그,숙지황농축액,올담식품 리스트.xlsx,중국산
아로니아농축액,7000,폴란드,올담식품,확실,거래처 카탈로그,아로니아농축액,올담식품 리스트.xlsx,폴란드산
양배추농축액,24000,국산,올담식품,확실,거래처 카탈로그,양배추농축액,올담식품 리스트.xlsx,국산
양배추농축액,19000,,올담식품,확실,거래처 카탈로그,양배추농축액,올담식품 리스트.xlsx,국산
양배추즙농축액,20000,,올담식품,확실,거래처 카탈로그,양배추즙농축액,올담식품 리스트.xlsx,국산
엘더베리(착즙)농축액(65브릭스),36000,오스트리아,올담식품,확실,거래처 카탈로그,엘더베리농축액,올담식품 리스트.xlsx,오스트리아산
적포도농축액,6400,,올담식품,확실,거래처 카탈로그,적포도농축액,올담식품 리스트.xlsx,칠레산
타트체리농축액,4800,터키,올담식품,확실,거래처 카탈로그,타트체리농축액,올담식품 리스트.xlsx,미국산
타트체리농축액,6800,터키,올담식품,확실,거래처 카탈로그,타트체리농축액,올담식품 리스트.xlsx,미국산
헛개나무열매농축액,78000,,올담식품,확실,거래처 카탈로그,헛개나무열매농축액,올담식품 리스트.xlsx,중국산
20야채혼합농축분말,17000,,올담식품,확실,거래처 카탈로그,20 야채혼합농축분말,올담식품 리스트.xlsx,독일산
27종과일야채혼합농축분말,23000,,올담식품,확실,거래처 카탈로그,27종 과일야채혼합농축분말,올담식품 리스트.xlsx,혼합
감태추출분말,48000,,올담식품,확실,거래처 카탈로그,감태추출분말,올담식품 리스트.xlsx,국산
강황추출분말,28000,인도,올담식품,확실,거래처 카탈로그,강황추출분말,올담식품 리스트.xlsx,인도네시아산
강황추출분말,190000,인도,올담식품,확실,거래처 카탈로그,강황추출분말,올담식품 리스트.xlsx,인도네시아산
강황추출분말,195000,인도,올담식품,확실,거래처 카탈로그,강황추출분말,올담식품 리스트.xlsx,인도네시아산
강황추출분말,24000,인도,올담식품,확실,거래처 카탈로그,강황추출분말,올담식품 리스트.xlsx,인도네시아산
계피추출분말,26000,베트남,올담식품,확실,거래처 카탈로그,계피추출분말,올담식품 리스트.xlsx,베트남산
계피추출분말,16000,베트남,올담식품,확실,거래처 카탈로그,계피추출분말,올담식품 리스트.xlsx,베트남산
계피추출분말,15500,,올담식품,확실,거래처 카탈로그,계피추출분말,올담식품 리스트.xlsx,베트남산
구기자추출분말,30000,,올담식품,확실,거래처 카탈로그,구기자추출분말,올담식품 리스트.xlsx,국산
구기자추출분말,35000,,올담식품,확실,거래처 카탈로그,구기자추출분말,올담식품 리스트.xlsx,국산
구기자추출분말,29700,,올담식품,확실,거래처 카탈로그,구기자추출분말,올담식품 리스트.xlsx,국산
발효구기자추출분말,32000,국산,올담식품,확실,거래처 카탈로그,발효구기자추출분말,올담식품 리스트.xlsx,국산
구절초추출분말,18000,,올담식품,확실,거래처 카탈로그,구절초추출분말,올담식품 리스트.xlsx,국산
녹용추출분말,140000,뉴질랜드,올담식품,확실,거래처 카탈로그,녹용추출분말,올담식품 리스트.xlsx,뉴질랜드산
녹용추출분말,65000,뉴질랜드,올담식품,확실,거래처 카탈로그,녹용추출분말,올담식품 리스트.xlsx,뉴질랜드산
마추출분말,23000,국산,올담식품,확실,거래처 카탈로그,마추출분말,올담식품 리스트.xlsx,국산
마추출분말,29000,국산,올담식품,확실,거래처 카탈로그,마추출분말,올담식품 리스트.xlsx,국산
단호박추출분말,15000,,올담식품,확실,거래처 카탈로그,단호박추출분말,올담식품 리스트.xlsx,국산
대추야자추출분말,25000,이란,올담식품,확실,거래처 카탈로그,대추야자추출분말,올담식품 리스트.xlsx,이란산
레드비트농축분말,18000,,올담식품,확실,거래처 카탈로그,레드비트농축분말,올담식품 리스트.xlsx,독일산
레드비트농축분말,17000,,올담식품,확실,거래처 카탈로그,레드비트농축분말,올담식품 리스트.xlsx,독일산
레몬밤추출분말,15000,중국,올담식품,확실,거래처 카탈로그,레몬밤추출분말,올담식품 리스트.xlsx,중국산
로즈힙추출분말,20000,칠레,올담식품,확실,거래처 카탈로그,로즈힙추출분말,올담식품 리스트.xlsx,칠레산
로즈힙추출분말,60000,인도,올담식품,확실,거래처 카탈로그,로즈힙추출분말,올담식품 리스트.xlsx,칠레산
마리골드추출분말,80000,인도,올담식품,확실,거래처 카탈로그,마리골드추출분말,올담식품 리스트.xlsx,국산
마테추출분말,16000,브라질,올담식품,확실,거래처 카탈로그,마테추출분말,올담식품 리스트.xlsx,브라질산
마테추출분말,50000,브라질,올담식품,확실,거래처 카탈로그,마테추출분말,올담식품 리스트.xlsx,브라질산
매실추출분말,17000,,올담식품,확실,거래처 카탈로그,매실추출분말,올담식품 리스트.xlsx,국산
매실추출분말,19000,,올담식품,확실,거래처 카탈로그,매실추출분말,올담식품 리스트.xlsx,국산
매실추출분말,18000,,올담식품,확실,거래처 카탈로그,매실추출분말,올담식품 리스트.xlsx,국산
맥아추출분말,25000,국산,올담식품,확실,거래처 카탈로그,맥아(보리)추출분말,올담식품 리스트.xlsx,국산
맥아추출분말,23500,영국,올담식품,확실,거래처 카탈로그,맥아(보리)추출분말,올담식품 리스트.xlsx,국산
오렌지농축분말,15000,,올담식품,확실,거래처 카탈로그,오렌지농축분말,올담식품 리스트.xlsx,스페인산
오렌지농축분말,18000,브라질,올담식품,확실,거래처 카탈로그,오렌지농축분말,올담식품 리스트.xlsx,스페인산
모로오렌지추출분말,17000,이스라엘,올담식품,확실,거래처 카탈로그,모로오렌지추출분말,올담식품 리스트.xlsx,이탈리아산
모링가추출분말,15000,,올담식품,확실,거래처 카탈로그,모링가추출분말,올담식품 리스트.xlsx,인도네시아산
모링가추출분말,21000,,올담식품,확실,거래처 카탈로그,모링가추출분말,올담식품 리스트.xlsx,인도네시아산
미강추출분말,26000,,올담식품,확실,거래처 카탈로그,미강추출분말,올담식품 리스트.xlsx,국산
민들레추출분말,24000,중국,올담식품,확실,거래처 카탈로그,민들레추출분말,올담식품 리스트.xlsx,국산
새싹보리추출분말,29000,국산,올담식품,확실,거래처 카탈로그,새싹보리추출분말,올담식품 리스트.xlsx,국산
발효율피추출분말,19000,국산,올담식품,확실,거래처 카탈로그,발효율피추출분말,올담식품 리스트.xlsx,국산
백수오추출분말,43000,,올담식품,확실,거래처 카탈로그,백수오추출분말,올담식품 리스트.xlsx,국산
보이차추출분말,17000,중국,올담식품,확실,거래처 카탈로그,보이차추출분말,올담식품 리스트.xlsx,중국산
블루베리농축분말,24000,,올담식품,확실,거래처 카탈로그,블루베리농축분말,올담식품 리스트.xlsx,미국산
사과농축분말(풋),14000,,올담식품,확실,거래처 카탈로그,사과농축분말,올담식품 리스트.xlsx,국산
사과농축분말(청),15000,,올담식품,확실,거래처 카탈로그,사과농축분말,올담식품 리스트.xlsx,국산
사과초모식초분말,32000,,올담식품,확실,거래처 카탈로그,사과초모식초분말,올담식품 리스트.xlsx,국산
산사자추출분말,19000,중국,올담식품,확실,거래처 카탈로그,산사자추출분말,올담식품 리스트.xlsx,국산
산수유추출분말,25000,,올담식품,확실,거래처 카탈로그,산수유추출분말,올담식품 리스트.xlsx,국산
산수유추출분말,32000,,올담식품,확실,거래처 카탈로그,산수유추출분말,올담식품 리스트.xlsx,국산
쇠뜨기추출분말,42000,,올담식품,확실,거래처 카탈로그,쇠뜨기추출분말,올담식품 리스트.xlsx,국산
수박과피추출분말,99000,,올담식품,확실,거래처 카탈로그,수박과피추출분말,올담식품 리스트.xlsx,국산
